SMOKE_PUMP_VOLTAGE,,"Zadymovacia pumpa napätie"
SMOKE_PUMP_CURRENT,,"Zadymovacia pumpa prúd"
SMOKE_PUMP_TEMPERATURE,,"Zadymovacia pumpa teplota"
SMOKE_PUMP,,"Zadymovacia pumpa"
SOLENOID_VALVE,,"Elektromagnetický ventil"
BIND_CARD,,"Párovacia karta"
WAITING_FOR_NFC_CARD,,"Prosím držte NFC kartu v blízkosti zariadenia pre párovanie..."
BIND_CARD_SUCCESS,,"Párovanie NFC karty úspešné!"
BIND_CARD_FAIL,,"Párovanie NFC karty nebolo úspešné!"
BUS_INVERT,F.Bus and F.Port inverted on receiver (Yes / No),"Invertovaný BUS (áno/nie)"
SBEC_INPUT_VOLT,,"SBEC vstupné napätie."
OVER_CURRENT,,"Prúdové preťaženie"
READ_MAG_ERROR,,"Read mag error"
LOW_VOLTAGE,,"Nizke napätie"
UNKNOWN_ERROR,,"Neznáma chyba"
WORKING_MODE,,"Mód pracovný"
ANGLE_MODE,,"Mód uhla"
RANGE_MODE,,"Mód rozsahu"
ROTATE_MODE,,"Mód rotácie"
XACT_RANGE,,"Rozsah (Len pre mód rozsahu)"
XACT_MAX_ANGLE,,"Max uhol (Len pre mód uhla)"
POT_GAP,,"Pot gap"
EDITABLE_SRV_DDD_VELOCITY,,"SRV%d vel"
EDITABLE_SRV_DDD_STATE,,"SRV%d state"
EDITABLE_SRV_DDD_POS,,"SRV%d pos"
GEAR_CHANNEL,,"Kanál podvozku"
GEAR_OPERATING_VOLTAGE,,"Prevádzkové napätie podvozku"
DOOR_OPERATING_VOLTAGE,,"Prevádzkové napätie dverí"
REAR_DOOR_MODE,,"Mód zadných dverí"
NOSE_DOOR_MODE,,"Mód predných dverí"
LEFT_GEAR_STALL_CURRENT,,"Zádržný prúd ľavého podvozku"
RIGHT_GEAR_STALL_CURRENT,,"Zádržný prúd pravého podvozku"
NOSE_GEAR_STALL_CURRENT,,"Zádržný prúd predného podvozku"
LEFT_GEAR_INVERT,,"Ľavý podvozok invertovaný"
RIGHT_GEAR_INVERT,,"Pravý podvozok invertovaný"
NOSE_GEAR_INVERT,,"Predný podvozok invertovaný"
DOOR_SPEED,,"Rýchlosť dverí"
NOSE_DOOR_CLOSE_VALUE,,"Hodnota zavretých predných dverí"
NOSE_DOOR_OPEN_VALUE,,"Hodnota otvorených predných dverí"
RIGHT_DOOR_CLOSE_VALUE,,"Pravé dvere zatvorené - hodnota"
RIGHT_DOOR_OPEN_VALUE,,"Pravé dvere otvorené - hodnota"
LEFT_DOOR_CLOSE_VALUE,,"Ľavé dvere zatvorené - hodnota"
LEFT_DOOR_OPEN_VALUE,,"Ľavé dvere otvorené - hodnota"
DELAY_AFTER_DOOR_OPEN,,"Oneskorenie po otvorení dverí"
DELAY_BEFORE_DOOR_CLOSE,,"Oneskorenie pred zatvorením dverí"
DOORS_CALIBRATION,"None","Kalibrácia dverí"
DOORS_POSITIONS_RESET,"None","Doors positions reset"
RESET_DOORS_POSITIONS,,"Reset pozícií dverí"
BRAKE_CHANNEL,,"Kanál brzda"
BRAKE_OPERATING_VOLTAGE,,"Pracovné napätie brzdy"
RIGHT_BRAKE_FORCE,,"Sila pravej brzdy"
LEFT_BRAKE_FORCE,,"Sila ľavej brzdy"
BRAKE_VELOCITY_THRESHOLD,,"Prahová rýchlosť brzdenia"
GEAR_UP_BRAKE_FORCE,,"Zvýšenie brzdnej sily"
BRAKE_STABILIZER_WEIGHT,,"Váha stabilizátora brzdy"
STEERING_CHANNEL,,"Kanál riadenia"
STEERING_RANGE,,"Rozsah riadenia"
HEADING_HOLD,,"Držanie kurzu"
STABILIZED,,"Stabilizované"
STEERING_STABILIZER_MODE,,"Mód riadenia stabilizátora"
STEERING_STABILIZER_GAIN,,"Steering stabilizer gain"
STEERING_STABILIZER_DIRECTION,,"Smer stabilizátora riadenia"
STEERING_TRIM,,"Trim riadenia"
STALL_CURRENT,,"Zádržný prúd"
END_CALIBRATION,,"Koniec kalibrácie"
END_CALIBRATION_MESSAGE,,"Ukončuje sa kalibrácia, počkajte, kým sa dialógové okno nezatvorí..."
PGC_CALIBRATE_MESSAGE,,"Pre spustenie kalibrácie stlačte tlačidlo smeru kalibrácie. Stlačte tlačidlo Stop, keď to PGC indikuje stav v reálnom čase."
STOP,,"Stop"
NOSE_DOOR,,"Predné dvere"
LEFT_DOOR,,"Ľavé dvere"
RIGHT_DOOR,,"Pravé dvere"
CALIBRATE_CLOSE_POSITION,,"Kalibrácia zotvorenej pozície"
CALIBRATE_OPEN_POSITION,,"Kalibrácia otvorenej pozície"
SEQUENCER,,"Sequencer"
LOOP_MODE,,"Mód slučky"
FORWARD_CONDITION,,"Podmienky pre pohyb dopredu"
FORWARD_DURATION,,"Forward duration"
BACKWARD_CONDITION,,"Podmienky pre pohyb dozadu"
BACKWARD_DURATION,,"Backward duration"
EARLY,,"Skôr"
ADD_A_NEW_OUTPUT,,"+ Pridať nový výstup"
REMOVE_OUTPUT,,"Odobrať výstup"
EDIT_CURVE,,"Úprava krivky"
ADD_A_BACKWARD_CURVE,,"Pridať krivku pre pohyb dozadu"
USE_ONLY_ONE_CURVE,,"Použitie len jednej krivky"
EDIT_BACKWARD_CURVE,,"Úprava krivky dozadu"
EDIT_FORWARD_CURVE,,"Úprava krivky dopredu"
