NO_CURVE_HINT,,"曲線はまだ設定されません.\n追加ボタンを押してください.",,
VARS,,"変数",,
NO_VAR_HINT,,"変数はまだ設定されません.\n追加ボタンを押してください.",,
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_VAR,,"この変数を削除しますか?",,
CONFIRM_RESET_MIXES,,"この操作により全てのミックスがリセットされます.\nよろしいですか?",,
ELEVATORS,,"エレベーター",,
YAW,,"ヨー",,
SWASH_PLATE,,"スワッシュプレート",,
EDIT_MODEL,,"モデルを編集",,
PICTURE,,"写真",,
TAIL,,"尾翼",,
AILERONS,,"エルロン",,
PITCH,,"ピッチ",,
THROTTLE,,"スロットル",,
FLAPS,,"フラップ",,
ENGINE,,"エンジン",,
BRAKE,,"ブレーキ",,
RUDDERS,,"ラダー",,
ROLL,,"ロール",,
FUNCTION_SWITCHES,,"機能スイッチ",,
RESET_ALL_MIXES,,"全ミックスをリセット",,
CREATE_CALCULATED_SENSOR,,"計算センサーを追加",,
CONFIRM_DELETE_SENSORS,,"この操作により全てのセンサーが削除されます.\nよろしいですか?",,
ON,,"オン",,
OFF,,"オフ",,
DISCOVER_NEW_SENSORS,,"新規センサーを発見",,
DELETE_ALL,,"全削除",,
INDIVIDUAL_RSSI_ALERT_PER_BAND,,"バンド毎の個別 RSSI 警告",,
CREATE_DIY_SENSOR,,"DIYセンサーを追加",,
CONFIRM_LOAD_ALL_SWITCH_POSITIONS,,"この操作により全スイッチ点検位置が現在値で上書きされます.\nよろしいですか?",,
CHECK_FUNCTION,,"機能チェック",,
LOAD_ALL_SWITCH_POSITIONS,,"全てのスイッチ位置を読み込み",,
CONFIRM_LOAD_ALL_POT_POSITIONS,,"この操作により全ポテンショメータ点検位置が現在値で上書きされます.\nよろしいですか?",,
LOAD_ALL_POT_POSITIONS,,"全てのポテンショメータ位置を読み込み",,
CALIBRATION_FINISH,,"補正完了!",,
SXR_CALIBRATION,,"SxR 補正",,
CLICK_WHEN_DONE,,"完了後クリック",,
CALIBRATING,,"補正中",,
SXR_CALIBRATION_DESCRIPTION,,"SxR 用ジャイロと加速度計補正",,
SLAVE_CH,,"スレーブ CH",,
PERCENT,,"パーセント",,
DESTINATION,,"目的地",,
ENABLE,,"有効化",,
NO_FUNCTION_HINT,,"この機能がまだ設定されなせん.\n追加ボタンを押してください.",,
SPECIAL_FUNCTIONS,,"スペシャル機能","Special funcs",
NEW_FUNCTION,,"New function"
SF,,"SF",,
DISABLE,,"無効化",,
ARE_YOU_SURE_YOU_WANT_TO_DELETE_THIS_SPECIAL_FUNCTION,,"このスペシャル機能を削除しますか?",,
REGISTRATION_OK,,"登録完了",,
UID,,"UID",,
REGISTRATION_ID,,"登録 ID",,
RX_NAME,,"受信機名",,
RECEIVER_CONNECTED,,"受信機が接続されました",,
REGISTRATION,,"登録",,
TRIMS,,"トリム",,
FADE_IN,,"フェードイン",,
FADE_OUT,,"フェードアウト",,
AUTO_DETECT,,"自動検出",,
DISPLAY_DECIMALS_AND_UNIT,,"表示小数/単位",,
SELECT_SENSOR,,"センサーを選択",,
DIY_SENSOR,,"DIYセンサー",,
WAITING,,"待機中",,
BAND,,"バンド",,
RATIO,,"比率",,
MODULE,,"モジュール",,
PROTOCOL_DECIMALS_AND_UNIT,,"プロトコル小数点設定 / 単位",,
CROSS_TRIM,,"クロストリム",,
MOVE_TRIM_TO_SUBTRIM,,"トリムをサブトリムへ移動",,
INSTANT_TRIM,,"インスタントトリム",,
MOVE_TRIMS_TO_SUBTRIMS,,"トリムをサブトリムへ移動",,
INDEPENDENT_PER_FLIGHT_MODE,,"フライトモード毎に独立設定",,
STICK,,"スティック",,
CONFIGURE_SCREENS,,"画面構成を設定",,
TOP_SCREEN,,"トップスクリーン",,
CHANGE_LAYOUT,,"レイアウト変更",,
FULL_SCREEN,,"フルスクリーン表示",,
WIDGET,,"表示要素",,
SET_MAIN_SCREEN,,"主表示画面を設定",,
CONFIGURE_WIDGET,,"表示要素を設定",,
NEW_SCREEN,,"新規表示画面",,
SCREEN,,"画面",,
CHANGE_WIDGET,,"表示要素を変更","Change",
MOVE_FORWARD,,"前進",,
MOVE_BACKWARD,,"後退",,
RESET_FLIGHT,,"フライトモードをリセット",,
RESET_TIMERS,,"タイマをリセット",,
RESET_TELEMETRY,,"テレメトリデータをリセット",,
HOME,,"ホーム",,
ADD_AFTER,,"後に追加",,
ADD_MIX_FAILED,,"ミックス追加が失敗しました!",,
MAX_MIXES_REACHED,,"最大ミックス数に達しました!",,
FIRST_POSITION,,"先頭位置",,
MIXES_LIBRARY,,"ミックスライブラリ",,
LOCAL_ADDRESS,,"地元アドレス",,
WAITING_FOR_DEVICES,,"デバイスの接続を待っています",,
LOCAL_NAME,,"ローカル名",,
SEARCH_DEVICES,,"検索中..",,
BLUETOOTH_DEVICE_CONNECTED,,"Bluetooth デバイスが接続されました.",,
NOT_CONNECTED,,"Not connected"
CONFIRM_ALLOW_CONNECTION,,"接続を許可しますか?",,
BLUETOOTH_FIRMWARE_NEEDS_UPDATE,,"Bluetooth ファームウェアのアップデートが必要.",,
BLUETOOTH_MAINTENANCE,,"Bluetoothメンテナンス",,
DEVICE,,"デバイス",,
NO_BLUETOOTH_DEVICE_FOUND,,"Bluetooth デバイスは見つかりませんでした!",,
SPEAKER_MUTE,,"スピーカーミュート",,
DISCONNECT,,"切断",,
WAITING_FOR_DEVICE,,"デバイスの接続を待つ ...",,
DIST_ADDRESS,,"対象アドレス",,
CONNECTING,,"接続中",,
ROTARY_ENCODER_HALF_STEPS,,"回転式エンコーダ半刻み動作",,
BLUETOOTH_AUDIO,,"Bluetooth オーディオ",,
NOT_INSTALLED,,"未設置(初期設定)",,
INSTALLED_AS_AN_OPTION,,"オプションとしてインストール",,
HIGH_SPEED,,"高速スピード",,
NORMAL_SPEED,,"通常スピード",,
MODEL,,"モデル",,
STEERING,,"ステアリング",,
DUTY_RATIO,,"Duty ratio"
CYCLE_DURATION,,"Cycle duration"
RETURN_POSITION,,"Return position"
STEERING_BRAKE,,"ステアリングブレーキ",,
CHECKLIST,,"チェックリスト",,
FILE_MANAGER,,"ファイルマネージャー",,
SOUND,,"音声＆振動",,
STICKS,,"スティック",,
DATE_TIME,,"日付と時間",,
HARDWARE,,"ハードウェア",,
INFO,,"情報",,
SERIAL_NUMBER,,"シリアル番号",,
RESET_FACTORY_SETTINGS,,"工場設定に戻る",,
CONFIRM_RESET_FACTORY_SETTINGS,,"工場設定に戻る?",,
SYSTEM,,"システム",,
DISPLAY,,"表示",,
KEYBOARD,,"キーボード",,
ENABLE_SLIDER,,"スライダー有効化",,
DISABLE_SLIDER,,"スライダー無効化",,
ALERTS,,"アラート",,
SPECTRUM_ANALYSER,,"スペクトラム",,
BATTERY,,"バッテリー",,
CHECKLIST_WARNING,,"チェックリスト警告",,
RADIO_IS_IN_SILENT_MODE,,"送信機はサイレントモードです.",,
RADIO_BATTERY_IS_LOW,,"送信機は低電圧です.",,
THROTTLE_IS_NOT_IDLE,,"スロットルは非アイドル状態です.",,
ARE_NOT_IN_SAFE_POSITION,,"スイッチは安全位置ではありません.",,
IS_NOT_IN_SAFE_POSITION,,"スイッチは安全位置ではありません.",,
FUNCTION_SWITCHES_ARE_NOT_IN_SAFE_POSITION,,"機能スイッチは安全位置ではありません.",,
FAILSAFE_IS_NOT_SET,,"フェイルセーフはまだ設定されていません.",,
RTC_BATTERY_IS_LOW,,"RTCバッテリーは低電圧です.",,
ALWAYS_ON,,"常にオン",,
ALWAYS_OFF,,"Always OFF"
YES,,"はい",,
DIGITAL_RSSI,,"デジタル RSSI",,
GYRO,,"ジャイロ",,
GYRO_SWITCHES,,"ジャイロスイッチ",,
LANGUAGE,,"言語",,
SWITCHES,,"スイッチ",,
TOP_TOOLBAR,,"トップツールバー",,
NO,,"いいえ",,
BRIGHTNESS,,"明るさ",,
KEYS,,"キー",,
WAKE_UP,,"待機解除",,
DIGITAL_VOLTAGE,,"デジタル電圧",,
SLEEP,,"待機",,
SYSTEM_ALERTS,,"システムアラート",,
INACTIVITY,,"不活性",,
AUTO_ADJUST_FROM_GPS,,"GPS から自動調整",,
DATE,,"日付",,
ADJUST_RTC_SPEED,,"RTC 速度を調整",,
SHOW_SECONDS,,"表示秒数",,
IS24HOUR,,"24時間表示",,
TIME_ZONE,,"タイムゾーン",,
YEAR,,"年",,
MONTH,,"月",,
TIME,,"時間",,
NEXT,,"次へ",,
GYRO_CALIBRATION,,"ジャイロ補正",,
PREV,,"戻る",,
MDL_LONG,,"MDL 長押し",,
HARDWARE_CHECK,,"ハードウェアチェック",,
SWITCHES_SETTINGS,,"スイッチ設定",,
ADC_INSPECTOR,,"ADC インスペクター",,
SYS_LONG,,"SYS 長押し",,
HOME_KEYMAP,,"ホームキーマップ",,
POTS_SLIDERS_SETTINGS,,"ポット/スライダー設定",,
SWITCH_MIDDLE_DETECT_DELAY,,"スイッチ中立位置検出遅延時間",,
DISP_SHORT,,"{DISP_LABEL} 押し",,
DISP_LONG,,"{DISP_LABEL} 長押し",,
SWITCH,,"スイッチ",,
THROTTLE_DEAD_BAND,,"Throttle dead band"
ANALOGS_FILTER,,"アナログフィルター",,
ANALOGS_CALIBRATION,,"アナログ補正",,
CONFIRM_CONTINUE,,"続けて実行しますか?",,
THR_NOT_LOW_WARNING,,"スロットルは最低位置ではありません!",,
CHANNELS_ORDER,,"チャンネル順位",,
STICKS_MODE,,"スティックモード",,
STICKS_MODE_1,,"スティックモード 1",,
STICKS_MODE_2,,"スティックモード 2",,
STICKS_MODE_3,,"スティックモード 3",,
STICKS_MODE_4,,"スティックモード 4",,
FIRST_FOUR_CHANNELS_FIXED,,"最初の4つのチャンネルを固定",,
NO_SD_CARD,,"SD カードなし",,
FLASH_BOOTLOADER,,"ブートローダーをアップデート",,
FLASH_INTERNAL_MODULE,,"内部RFモジュールをアップデート",,
PLAY,,"再生",,
CURRENT_VERSION,,"現在のバージョン",,
FLASH_RECEIVER_BY_INTERNAL_MODULE_OTA,,"内部モジュールによる受信機OTAアップデート",,
FLASH_RECEIVER_BY_EXTERNAL_MODULE_OTA,,"外部モジュールによる受信機OTAアップデート",,
OTA_UPDATE,,"OTAアップデート",,
FLASH_EXTERNAL_DEVICE,,"外部デバイスをアップデート",,
OPEN,,"開く",,
FLASH_EXTERNAL_MODULE,,"外部モジュールをアップデート",,
FLASH_EXTERNAL_MULTIMODULE,,"外部マルチモジュールをアップデート",,
MOVE_HERE,,"ここに移動",,
OTA_UPDATE_ERROR,,"OTAアップデートエラー",,
UNSUPPORTED_RX,,"サポートされていない受信機",,
MAIN_VOLTAGE,,"主電圧",,
DISPLAY_VOLTAGE_RANGE,,"電圧レンジを表示",,
LOW_VOLTAGE,,"低電圧",,
RTC_VOLTAGE,,"RTC 電圧",,
UNKNOWN,,"未知",,
FIRMWARE,,"ファームウェア",,
VIDEO_HARDWARE_VERSION,,"ビデオハードウェアバージョン",,
RECEIVER,,"受信機",,
NON_STABILIZED_RECEIVER,,"ジャイロ非対応受信機",,
VARIO,,"バリオ",,
MAIN_VOLUME,,"メインボリューム",,
AUDIO_VOLUME,,"ボリューム",,
PITCH_AT_ZERO,,"ピッチ中立",,
SEQUENCE,,"シーケンス",,
PITCH_AT_MAX,,"ピッチ最大",,
REPEAT_AT_ZERO,,"リピート",,
SILENT,,"サイレント",,
ALARMS_ONLY,,"アラームのみ",,
OFTEN,,"高頻度",,
ALWAYS,,"常に",,
NEVER,,"なし",,
WHEN_TELEMETRY_STREAMING,,"テレメトリデータがある時",,
VOICE1,,"声１(メイン)",,
VOICE2,,"声２",,
VOICE3,,"声３",,
SUNDAY,,"日曜日",,
MONDAY,,"月曜日",,
TUESDAY,,"火曜日",,
WEDNESDAY,,"水曜日",,
THURSDAY,,"木曜日",,
FRIDAY,,"金曜日",,
SATURDAY,,"土曜日",,
JANUARY,,"一月",,
FEBRUARY,,"二月",,
MARCH,,"三月",,
APRIL,,"四月",,
MAY,,"五月",,
JUNE,,"六月",,
JULY,,"七月",,
AUGUST,,"八月",,
SEPTEMBER,,"九月",,
OCTOBER,,"十月",,
NOVEMBER,,"十一月",,
DECEMBER,,"十二月",,
CURRENT,,"電流",,
VFAS,,"VFAS",,
TEMPERATURE_2,,"温度 1",,
TEMPERATURE_1,,"温度 2",,
FUEL,,"燃料",,
ACCX,,"AccX",,
ACCY,,"AccY",,
ACCZ,,"AccZ",,
GPS_ALT,,"GPS アルト",,
GPS_SPEED,,"対地速度",,
GPS_COURSE,,"GPS 方位",,
AIR_SPEED,,"対気速度",,
BATTERY_1_VOLTAGE,,"バッテリー1 電圧",,
BATTERY_1_CURRENT,,"バッテリー1 電流",,
BATTERY_2_VOLTAGE,,"バッテリー2 電圧",,
BATTERY_2_CURRENT,,"バッテリー2 電流",,
RBOX_STATE_1,,"RBOX 状態 1",,
RBOX_STATE_2,,"RBOX 状態 2",,
BATTERY_1_CONSUMPTION,,"バッテリー1 消費量",,
BATTERY_2_CONSUMPTION,,"バッテリー2 消費量",,
BATTERY_1_TEMPERATURE,,"バッテリー1 温度",,
BATTERY_2_TEMPERATURE,,"バッテリー2 温度",,
SD1_CHANNEL,,"SD1 CH",,
ESC_VOLTAGE,,"ESC 電圧",,
ESC_CURRENT,,"ESC 電流",,
ESC_RPM,,"ESC 回転数",,
ESC_CONSUMPTION,,"ESC 消費量",,
ESC_TEMPERATURE,,"ESC 温度",,
RB_OUTPUT_STATE,,"出力状態",,
RB_CH1_A,,"CH1 電流",,
RB_CH2_A,,"CH2 電流",,
RB_CH3_A,,"CH3 電流",,
RB_CH4_A,,"CH4 電流",,
RB_CH5_A,,"CH5 電流",,
RB_CH6_A,,"CH6 電流",,
RB_CH7_A,,"CH7 電流",,
RB_CH8_A,,"CH8 電流",,
RB_CH9_A,,"CH9 電流",,
RB_OUTPUT_1_VOLTAGE,,"出力1 電圧",,
RB_OUTPUT_2_VOLTAGE,,"出力2 電圧",,
GASSUIT_TEMP1,,"ガソリン 温度 1",,
GASSUIT_TEMP2,,"ガソリン 温度 2",,
GASSUIT_SPEED,,"ガソリン 回転数",,
GASSUIT_RES_VOL,,"ガソリン 残量値",,
GASSUIT_RES_PERC,,"ガソリン 残量パーセント",,
GASSUIT_FLOW,,"ガソリン 流量",,
GASSUIT_MAX_FLOW,,"ガソリン 最大流量",,
GASSUIT_AVG_FLOW,,"ガソリン 平均流量",,
BEC_VOLTAGE,,"BEC 電圧",,
BEC_CURRENT,,"BEC 電流",,
POWER_900M,,"900M パワー",,
ROLL_ANGLE,,"ロール角",,
PITCH_ANGLE,,"ピッチ角",,
HYDRAULIC_PRESSURE,,"油圧",,
INTERNAL_GPS,,"内部 GPS",,
RAM_AVAILABLE,,"利用可能な RAM",,
CLOCK,,"時計",,
LATITUDE,,"纬度",,
LONGITUDE,,"経度",,
TRIP,,"トリップ",,
CATEGORY,,"カテゴリー",,
MEMBER,,"メンバー",,
IGNORE_TRAINER_INPUT,,"トレーナー入力を無視",,
FULL_RANGE,,"フルレンジ",,
IGNORE_RANGE,,"レンジを無視",,
HALF_RANGE,,"半レンジ",,
NEGATIVE,,"ネガティブ",,
EDGE,,"エッジ",,
ELE_TO_AIL,,"エレベーター=>\nエルロン",,
AIL_TO_RUD,,"エルロン=>\nラダー",,
ELE_TO_CAMBER,,"エレベーター=>\nキャンバー",,
RUD_TO_AIL,,"ラダー=>\nエルロン",,
RUD_TO_ELE,,"ラダー=>\nエレベーター",,
AIL_TO_FLAPS,,"エルロン=>\nフラップ",,
FLAPS_TO_ELE,,"フラップ=>\nエレベーター",,
FREE_MIX,,"カスタムミックス",,
SNAP_ROLL,,"スナップロール",,
TEST_MIX,,"テストミックス",,
PLANE,,"飛行機",,
GLIDER,,"グライダー",,
HELI,,"ヘリコプター",,
MULTI,,"マルチ",,
CAR,,"カー",,
BOAT,,"ボート",,
OTHER,,"その他",,
CALIBRATION,,"補正",,
INPUTS,,"入力",,
UPDATE,,"アップデート",,
SDCARD,,"SDカード",,
SDCARD_ERROR,,"SD カードエラー",,
INVALID_DATA,,"データ不正",,
FILE_BAD_FORMAT,,"未知のファイル",,
NO_FILES_ON_SD,,"SD ファイルなし!",,
READ_ERROR,,"読み込みエラー",,
WRITE_ERROR,,"書き込みエラー",,
WRONG_HEADER,,"ヘッダー異常",,
WRONG_FORMAT,,"拡張子非対応",,
WRONG_CRC,,"CRC 非対応",,
WRONG_FILE_SIZE,,"ファイル容量異常",,
WRONG_FILE,,"ファイル非対応",,
ERROR,,"エラー",,
RUDDER,,"ラダー",,
ELEVATOR,,"エレベーター",,
DELETE,,"削除",,
MODEL_BITMAP,,"モデルビットマップ",,
TAIL_TYPE,,"尾翼タイプ",,
TRADITIONAL,,"伝統的",,
VTAIL,,"V-テイル",,
REVERSE,,"逆",,
RATE,,"レート",,
UP,,"上",,
DOWN,,"下",,
LEFT_SHORT,,"左",,
RIGHT_SHORT,,"右",,
RIGHT,,"右",,
LEFT,,"左",,
TOP,,"トップ",,
BOTTOM,,"ボトム",,
TIMER_UP,,"正数",,
TIMER_DOWN,,"逆数",,
LIMIT,,"制限",,
SPEED,,"スピード",,
SET_DATE,,"設定日付",,
SET_TIME,,"設定時間",,
SILENT_MODE,,"サイレントモード",,
KEY,,"キー",,
ALARM,,"アラーム",,
TRIM,,"トリム",,
SETUP_CHANNEL,,"チャンネル設定",,
LOGIC_SWITCH,,"ロジックスイッチ",,
CREATE_MODEL,,"モデル追加",,
CANCEL,,"キャンセル",,
DELAY,,"遅延",,
SAVE,,"保存",,
LS,,"LS",,
FS,,"FS",,
OP,,"OP",,
MASTER,,"マスター",,
SLAVE,,"スレーブ",,
RECEIVER_TYPE,,"受信機タイプ",,
BACK,,"バック",,
INTERNAL,,"内部",,
EXTERNAL,,"外部",,
RF_PROTOCOL,,"RFプロトコル",,
EXTERNAL_RF,,"外部 RF",,
LOGIC_SWITCH_RANGE,,"レンジ",,
PLAY_SEQUENCE,,"オーディオ再生",,
WAIT_DURATION,,"待つ時間",,
WAIT_CONDITION,,"待つ条件",,
CONFIRM_DELETE_LINE,,"この行を削除しましか?",,
ADD_A_NEW_LINE_IN_SEQUENCE,,"シーケンスで新しい行を追加",,
PLAY_TEXT,,"テキスト再生",,
GO_TO_SCREEN,,"画面に移動",,
LOCK_TOUCHSCREEN,,"タッチスクリーンをロック",,
BLANK,,"ブランク",,
CALIBRATE,,"補正",,
CLICK_CALIBRATE_TO_START,,"[補正]をクリックして開始.",,
CENTER_STICKS_POTS_SLIDERS_AND_CLICK_NEXT,,"スティック/ポット/スライダーをセンターにし,\n完了したら[次へ]をクリック.",,
MOVE_STICKS_POTS_SLIDERS_AND_CLICK_NEXT,,"スティック/ポット/スライダーをフルレンジに移動し,\n完了したら[次へ]をクリック.","Move the sticks/pots/sliders, click 'Next' when done",
